trajectory,method,cycle,true_RUL,pred_RUL,RUL_lo_cal90,RUL_hi_cal90
Shu | KFeHCF,Weibull,36,64,0.0,,
Shu | KFeHCF,Wiener,48,52,0.0,,
Shu | KFeHCF,Weibull,48,52,0.0,,
Shu | KFeHCF,Wiener,60,40,0.0,,
Shu | KFeHCF,Weibull,60,40,0.0,,
Shu | KFeHCF,Wiener,72,28,0.0,,
Shu | KFeHCF,Weibull,72,28,0.0,,
Shu | KFeHCF,Wiener,84,16,0.0,,
Shu | KFeHCF,Weibull,84,16,0.0,,
Shu | KFeHCF,Wiener,96,4,0.0,,
Shu | KFeHCF,Weibull,96,4,0.0,,
Shu | KFeHCF,Wiener,100,0,0.0,,
Shu | KFeHCF,Weibull,100,0,0.0,,
Shu | KMnHCF,Wiener,12,88,11.69515387,,
Shu | KMnHCF,Weibull,12,88,17.67808821,,
Shu | KMnHCF,Wiener,24,76,16.05498199,,
Shu | KMnHCF,Weibull,24,76,28.21643124,,
Shu | KMnHCF,Wiener,36,64,13.40323291,,
Shu | KMnHCF,Weibull,36,64,25.38758166,,
Shu | KMnHCF,Wiener,48,52,8.260800509,,
Shu | KMnHCF,Weibull,48,52,17.7867809,,
Shu | KMnHCF,Wiener,60,40,2.701298207,,
Shu | KMnHCF,Weibull,60,40,9.598666692,,
Shu | KMnHCF,Wiener,72,28,0.0,,
Shu | KMnHCF,Weibull,72,28,2.446556001,,
Shu | KMnHCF,Wiener,84,16,0.0,,
Shu | KMnHCF,Weibull,84,16,0.0,,
Shu | KMnHCF,Wiener,96,4,0.0,,
Shu | KMnHCF,Weibull,96,4,0.0,,
Shu | KMnHCF,Wiener,100,0,0.0,,
Shu | KMnHCF,Weibull,100,0,0.0,,
Shu | KNiHCF,Wiener,12,88,28.62961966,,
Shu | KNiHCF,Weibull,12,88,15.59586132,,
Shu | KNiHCF,Wiener,24,76,24.22077615,,
Shu | KNiHCF,Weibull,24,76,14.65426387,,
Shu | KNiHCF,Wiener,36,64,21.48630623,,
Shu | KNiHCF,Weibull,36,64,12.86092739,,
Shu | KNiHCF,Wiener,48,52,17.65359046,,
Shu | KNiHCF,Weibull,48,52,9.420943402,,
Shu | KNiHCF,Wiener,60,40,12.518515,,
Shu | KNiHCF,Weibull,60,40,4.537605852,,
Shu | KNiHCF,Wiener,72,28,6.367376817,,
Shu | KNiHCF,Weibull,72,28,0.0,,
Shu | KNiHCF,Wiener,84,16,0.0,,
Shu | KNiHCF,Weibull,84,16,0.0,,
Shu | KNiHCF,Wiener,96,4,0.0,,
Shu | KNiHCF,Weibull,96,4,0.0,,
Shu | KNiHCF,Wiener,100,0,0.0,,
Shu | KNiHCF,Weibull,100,0,0.0,,
Shu | NaCoHCF,Wiener,12,88,10.99612164,,
Shu | NaCoHCF,Weibull,12,88,10.14238181,,
Shu | NaCoHCF,Wiener,24,76,9.542373684,,
Shu | NaCoHCF,Weibull,24,76,9.182964825,,
Shu | NaCoHCF,Wiener,36,64,8.130140386,,
Shu | NaCoHCF,Weibull,36,64,7.059502708,,
Shu | NaCoHCF,Wiener,48,52,15.38963305,,
Shu | NaCoHCF,Weibull,48,52,12.33718657,,
Shu | NaCoHCF,Wiener,60,40,19.18053389,,
Shu | NaCoHCF,Weibull,60,40,16.10442065,,
Shu | NaCoHCF,Wiener,72,28,19.83730273,,
Shu | NaCoHCF,Weibull,72,28,17.10022422,,
Shu | NaCoHCF,Wiener,84,16,14.98076006,,
Shu | NaCoHCF,Weibull,84,16,13.48278368,,
Shu | NaCoHCF,Wiener,96,4,5.841050261,,
Shu | NaCoHCF,Weibull,96,4,5.113970367,,
Shu | NaCoHCF,Wiener,100,0,1.747196397,,
Shu | NaCoHCF,Weibull,100,0,1.247822763,,
Shu | NaFeHCF,Wiener,12,88,800.0,,
Shu | NaFeHCF,Weibull,12,88,800.0,,
Shu | NaFeHCF,Wiener,24,76,38.96224184,,
Shu | NaFeHCF,Weibull,24,76,79.73729713,,
Shu | NaFeHCF,Wiener,36,64,17.6795053,,
Shu | NaFeHCF,Weibull,36,64,22.79925447,,
Shu | NaFeHCF,Wiener,48,52,8.498780861,,
Shu | NaFeHCF,Weibull,48,52,8.68977612,,
Shu | NaFeHCF,Wiener,60,40,1.048494324,,
Shu | NaFeHCF,Weibull,60,40,0.0,,
Shu | NaFeHCF,Wiener,72,28,0.0,,
Shu | NaFeHCF,Weibull,72,28,0.0,,
Shu | NaFeHCF,Wiener,84,16,0.0,,
Shu | NaFeHCF,Weibull,84,16,0.0,,
Shu | NaFeHCF,Wiener,96,4,0.0,,
Shu | NaFeHCF,Weibull,96,4,0.0,,
Shu | NaFeHCF,Wiener,100,0,0.0,,
Shu | NaFeHCF,Weibull,100,0,0.0,,
Shu | NaMnHCF,Wiener,12,88,0.0,,
Shu | NaMnHCF,Weibull,12,88,0.0,,
Shu | NaMnHCF,Wiener,24,76,0.0,,
Shu | NaMnHCF,Weibull,24,76,0.0,,
Shu | NaMnHCF,Wiener,36,64,0.0,,
Shu | NaMnHCF,Weibull,36,64,0.0,,
Shu | NaMnHCF,Wiener,48,52,0.0,,
Shu | NaMnHCF,Weibull,48,52,0.0,,
Shu | NaMnHCF,Wiener,60,40,0.0,,
Shu | NaMnHCF,Weibull,60,40,0.0,,
Shu | NaMnHCF,Wiener,72,28,0.0,,
Shu | NaMnHCF,Weibull,72,28,0.0,,
Shu | NaMnHCF,Wiener,84,16,0.0,,
Shu | NaMnHCF,Weibull,84,16,0.0,,
Shu | NaMnHCF,Wiener,96,4,0.0,,
Shu | NaMnHCF,Weibull,96,4,0.0,,
Shu | NaMnHCF,Wiener,100,0,0.0,,
Shu | NaMnHCF,Weibull,100,0,0.0,,
Shu | NaNiHCF,Wiener,12,88,406.4103497,,
Shu | NaNiHCF,Weibull,12,88,241.5435054,,
Shu | NaNiHCF,Wiener,24,76,184.881038,,
Shu | NaNiHCF,Weibull,24,76,117.7320313,,
Shu | NaNiHCF,Wiener,36,64,102.2292172,,
Shu | NaNiHCF,Weibull,36,64,59.61223061,,
Shu | NaNiHCF,Wiener,48,52,67.86519353,,
Shu | NaNiHCF,Weibull,48,52,39.41229645,,
Shu | NaNiHCF,Wiener,60,40,44.78006655,,
Shu | NaNiHCF,Weibull,60,40,24.82822055,,
Shu | NaNiHCF,Wiener,72,28,28.24487258,,
Shu | NaNiHCF,Weibull,72,28,13.28898236,,
Shu | NaNiHCF,Wiener,84,16,14.93549101,,
Shu | NaNiHCF,Weibull,84,16,3.008295694,,
Shu | NaNiHCF,Wiener,96,4,4.020857105,,
Shu | NaNiHCF,Weibull,96,4,0.0,,
Shu | NaNiHCF,Wiener,100,0,0.049119732,,
Shu | NaNiHCF,Weibull,100,0,0.0,,
