trajectory,method,cycle,true_RUL,pred_RUL,RUL_lo_cal90,RUL_hi_cal90
KCl | NaCoHCF,Log-Bayes,96,4,131.9965798,,
KCl | NaCoHCF,Log-Bayes,100,0,107.3935103,,
KCl | NaFeHCF,SPI+CBU (ours),12,88,93.0,49.63228039,136.3677196
KCl | NaFeHCF,SPI+CBU (ours),24,76,81.0,37.63228039,124.3677196
KCl | NaFeHCF,SPI+CBU (ours),36,64,61.43414618,41.01583502,81.85245734
KCl | NaFeHCF,SPI+CBU (ours),48,52,48.0,15.66575749,80.33424251
KCl | NaFeHCF,SPI+CBU (ours),60,40,34.54166298,2.400034477,66.68329147
KCl | NaFeHCF,SPI+CBU (ours),72,28,23.0,0.0,49.19434769
KCl | NaFeHCF,SPI+CBU (ours),84,16,10.0,0.0,31.71422705
KCl | NaFeHCF,SPI+CBU (ours),96,4,3.575248158,0.0,18.96666766
KCl | NaFeHCF,SPI+CBU (ours),100,0,11.4198094,0.0,33.63603486
KCl | NaFeHCF,SPI+TBU,12,88,15.6985337,,
KCl | NaFeHCF,SPI+TBU,24,76,12.36919411,,
KCl | NaFeHCF,SPI+TBU,36,64,11.75319799,,
KCl | NaFeHCF,SPI+TBU,48,52,inf,,
KCl | NaFeHCF,SPI+TBU,60,40,inf,,
KCl | NaFeHCF,SPI+TBU,72,28,inf,,
KCl | NaFeHCF,SPI+TBU,84,16,0.0,,
KCl | NaFeHCF,SPI+TBU,96,4,0.0,,
KCl | NaFeHCF,SPI+TBU,100,0,0.0,,
KCl | NaFeHCF,Lin,12,88,85.0,,
KCl | NaFeHCF,Lin,24,76,29.43348188,,
KCl | NaFeHCF,Lin,36,64,10.53057091,,
KCl | NaFeHCF,Lin,48,52,1.433485677,,
KCl | NaFeHCF,Lin,60,40,0.0,,
KCl | NaFeHCF,Lin,72,28,0.0,,
KCl | NaFeHCF,Lin,84,16,0.0,,
KCl | NaFeHCF,Lin,96,4,0.0,,
KCl | NaFeHCF,Lin,100,0,0.0,,
KCl | NaFeHCF,Log-Bayes,12,88,10.56275179,,
KCl | NaFeHCF,Log-Bayes,24,76,6.841127762,,
KCl | NaFeHCF,Log-Bayes,36,64,3.0,,
KCl | NaFeHCF,Log-Bayes,48,52,0.0,,
KCl | NaFeHCF,Log-Bayes,60,40,-6.0,,
KCl | NaFeHCF,Log-Bayes,72,28,-12.0,,
KCl | NaFeHCF,Log-Bayes,84,16,-19.0,,
KCl | NaFeHCF,Log-Bayes,96,4,-25.0,,
KCl | NaFeHCF,Log-Bayes,100,0,-28.0,,
KCl | NaMnHCF,SPI+CBU (ours),12,88,93.0,49.63228039,136.3677196
KCl | NaMnHCF,SPI+CBU (ours),24,76,72.19059784,72.1905961,72.19059957
KCl | NaMnHCF,SPI+CBU (ours),36,64,49.96498865,34.768447,65.1615303
KCl | NaMnHCF,SPI+CBU (ours),48,52,40.98983134,19.4628637,62.51679897
KCl | NaMnHCF,SPI+CBU (ours),60,40,28.98983134,4.817274338,53.16238834
KCl | NaMnHCF,SPI+CBU (ours),72,28,18.54193472,0.0,45.76398356
KCl | NaMnHCF,SPI+CBU (ours),84,16,8.0,0.0,25.77758893
KCl | NaMnHCF,SPI+CBU (ours),96,4,3.287624079,0.0,16.68722503
KCl | NaMnHCF,SPI+CBU (ours),100,0,8.283561724,0.0,29.89770144
KCl | NaMnHCF,SPI+TBU,12,88,4.921515545,,
KCl | NaMnHCF,SPI+TBU,24,76,7.127855177,,
KCl | NaMnHCF,SPI+TBU,36,64,2.471146316,,
KCl | NaMnHCF,SPI+TBU,48,52,0.0,,
KCl | NaMnHCF,SPI+TBU,60,40,0.0,,
KCl | NaMnHCF,SPI+TBU,72,28,0.0,,
KCl | NaMnHCF,SPI+TBU,84,16,0.0,,
KCl | NaMnHCF,SPI+TBU,96,4,0.0,,
KCl | NaMnHCF,SPI+TBU,100,0,0.0,,
KCl | NaMnHCF,Lin,12,88,74.71142104,,
KCl | NaMnHCF,Lin,24,76,26.73238912,,
KCl | NaMnHCF,Lin,36,64,7.0,,
KCl | NaMnHCF,Lin,48,52,0.0,,
KCl | NaMnHCF,Lin,60,40,0.0,,
KCl | NaMnHCF,Lin,72,28,0.0,,
KCl | NaMnHCF,Lin,84,16,0.0,,
KCl | NaMnHCF,Lin,96,4,0.0,,
KCl | NaMnHCF,Lin,100,0,0.0,,
KCl | NaMnHCF,Log-Bayes,12,88,2.980475135,,
KCl | NaMnHCF,Log-Bayes,24,76,2.066963546,,
KCl | NaMnHCF,Log-Bayes,36,64,-2.0,,
KCl | NaMnHCF,Log-Bayes,48,52,-8.0,,
KCl | NaMnHCF,Log-Bayes,60,40,-14.0,,
KCl | NaMnHCF,Log-Bayes,72,28,-20.0,,
KCl | NaMnHCF,Log-Bayes,84,16,-26.0,,
KCl | NaMnHCF,Log-Bayes,96,4,-33.0,,
KCl | NaMnHCF,Log-Bayes,100,0,-35.0,,
KCl | NaNiHCF,SPI+CBU (ours),12,88,104.3418266,81.22126695,127.4623862
KCl | NaNiHCF,SPI+CBU (ours),24,76,82.7060256,55.29756242,110.1144888
KCl | NaNiHCF,SPI+CBU (ours),36,64,60.0,39.11716673,80.88283327
KCl | NaNiHCF,SPI+CBU (ours),48,52,38.71142104,25.6289505,51.79389157
KCl | NaNiHCF,SPI+CBU (ours),60,40,24.49134497,15.60335316,33.37933678
KCl | NaNiHCF,SPI+CBU (ours),72,28,11.76402352,4.157696989,19.37035006
KCl | NaNiHCF,SPI+CBU (ours),84,16,1.964988652,0.0,6.963142947
KCl | NaNiHCF,SPI+CBU (ours),96,4,-10.03501135,0.0,19.45503799
KCl | NaNiHCF,SPI+CBU (ours),100,0,3.974026849,0.0,18.2420066
KCl | NaNiHCF,SPI+TBU,12,88,192.0,,
KCl | NaNiHCF,SPI+TBU,24,76,121.665903,,
KCl | NaNiHCF,SPI+TBU,36,64,55.32810865,,
KCl | NaNiHCF,SPI+TBU,48,52,26.85943006,,
KCl | NaNiHCF,SPI+TBU,60,40,14.0,,
KCl | NaNiHCF,SPI+TBU,72,28,4.826420044,,
KCl | NaNiHCF,SPI+TBU,84,16,0.0,,
KCl | NaNiHCF,SPI+TBU,96,4,0.0,,
KCl | NaNiHCF,SPI+TBU,100,0,0.0,,
KCl | NaNiHCF,Lin,12,88,140.0503779,,
KCl | NaNiHCF,Lin,24,76,113.1118694,,
KCl | NaNiHCF,Lin,36,64,59.36256646,,
KCl | NaNiHCF,Lin,48,52,32.56853514,,
KCl | NaNiHCF,Lin,60,40,16.82642004,,
KCl | NaNiHCF,Lin,72,28,6.0,,
KCl | NaNiHCF,Lin,84,16,0.0,,
KCl | NaNiHCF,Lin,96,4,0.0,,
KCl | NaNiHCF,Lin,100,0,0.0,,
KCl | NaNiHCF,Log-Bayes,12,88,inf,,
KCl | NaNiHCF,Log-Bayes,24,76,inf,,
KCl | NaNiHCF,Log-Bayes,36,64,1067.15888,,
KCl | NaNiHCF,Log-Bayes,48,52,305.0742484,,
KCl | NaNiHCF,Log-Bayes,60,40,141.0883675,,
KCl | NaNiHCF,Log-Bayes,72,28,80.35709606,,
KCl | NaNiHCF,Log-Bayes,84,16,47.51941246,,
KCl | NaNiHCF,Log-Bayes,96,4,23.96228367,,
KCl | NaNiHCF,Log-Bayes,100,0,18.27862957,,
KHCO3 | KCuHCF,SPI+CBU (ours),12,88,93.0,49.63228039,136.3677196
KHCO3 | KCuHCF,SPI+CBU (ours),24,76,81.0,37.63228039,124.3677196
KHCO3 | KCuHCF,SPI+CBU (ours),36,64,69.0,25.63228039,112.3677196
KHCO3 | KCuHCF,SPI+CBU (ours),48,52,57.0,13.63228039,100.3677196
KHCO3 | KCuHCF,SPI+CBU (ours),60,40,45.0,1.632280392,88.36771961
KHCO3 | KCuHCF,SPI+CBU (ours),72,28,33.0,0.0,76.36771961
KHCO3 | KCuHCF,SPI+CBU (ours),84,16,2.982494326,0.0,10.35176602
KHCO3 | KCuHCF,SPI+CBU (ours),96,4,1.868292364,0.0,13.75815796
KHCO3 | KCuHCF,SPI+CBU (ours),100,0,5.787474935,0.0,20.93160564
KHCO3 | KCuHCF,SPI+TBU,12,88,0.0,,
KHCO3 | KCuHCF,SPI+TBU,24,76,0.0,,
KHCO3 | KCuHCF,SPI+TBU,36,64,0.0,,
KHCO3 | KCuHCF,SPI+TBU,48,52,0.0,,
KHCO3 | KCuHCF,SPI+TBU,60,40,0.0,,
KHCO3 | KCuHCF,SPI+TBU,72,28,0.0,,
KHCO3 | KCuHCF,SPI+TBU,84,16,0.0,,
KHCO3 | KCuHCF,SPI+TBU,96,4,0.0,,
KHCO3 | KCuHCF,SPI+TBU,100,0,0.0,,
KHCO3 | KCuHCF,Lin,12,88,49.0,,
KHCO3 | KCuHCF,Lin,24,76,9.792064586,,
KHCO3 | KCuHCF,Lin,36,64,0.0,,
KHCO3 | KCuHCF,Lin,48,52,0.0,,
KHCO3 | KCuHCF,Lin,60,40,0.0,,
KHCO3 | KCuHCF,Lin,72,28,0.0,,
KHCO3 | KCuHCF,Lin,84,16,0.0,,
KHCO3 | KCuHCF,Lin,96,4,0.0,,
KHCO3 | KCuHCF,Lin,100,0,0.0,,
KHCO3 | KCuHCF,Log-Bayes,12,88,-1.0,,
KHCO3 | KCuHCF,Log-Bayes,24,76,-7.0,,
KHCO3 | KCuHCF,Log-Bayes,36,64,-13.0,,
KHCO3 | KCuHCF,Log-Bayes,48,52,-19.0,,
KHCO3 | KCuHCF,Log-Bayes,60,40,-25.0,,
KHCO3 | KCuHCF,Log-Bayes,72,28,-31.0,,
KHCO3 | KCuHCF,Log-Bayes,84,16,-37.0,,
KHCO3 | KCuHCF,Log-Bayes,96,4,-44.0,,
KHCO3 | KCuHCF,Log-Bayes,100,0,-46.0,,
KHCO3 | KFeHCF,SPI+CBU (ours),12,88,93.0,49.63228039,136.3677196
KHCO3 | KFeHCF,SPI+CBU (ours),24,76,81.0,37.63228039,124.3677196
KHCO3 | KFeHCF,SPI+CBU (ours),36,64,69.0,25.63228039,112.3677196
KHCO3 | KFeHCF,SPI+CBU (ours),48,52,57.0,13.63228039,100.3677196
KHCO3 | KFeHCF,SPI+CBU (ours),60,40,20.91681064,20.91680891,20.91681238
KHCO3 | KFeHCF,SPI+CBU (ours),72,28,33.85219652,2.505491252,65.1989018
KHCO3 | KFeHCF,SPI+CBU (ours),84,16,11.0,0.0,42.64219494
KHCO3 | KFeHCF,SPI+CBU (ours),96,4,6.0,0.0,25.08179663
KHCO3 | KFeHCF,SPI+CBU (ours),100,0,11.0,0.0,34.10389577
KHCO3 | KFeHCF,SPI+TBU,12,88,2.60862934,,
KHCO3 | KFeHCF,SPI+TBU,24,76,0.0,,
KHCO3 | KFeHCF,SPI+TBU,36,64,0.0,,
KHCO3 | KFeHCF,SPI+TBU,48,52,0.0,,
KHCO3 | KFeHCF,SPI+TBU,60,40,0.0,,
KHCO3 | KFeHCF,SPI+TBU,72,28,0.0,,
KHCO3 | KFeHCF,SPI+TBU,84,16,0.0,,
KHCO3 | KFeHCF,SPI+TBU,96,4,0.0,,
KHCO3 | KFeHCF,SPI+TBU,100,0,0.0,,
KHCO3 | KFeHCF,Lin,12,88,69.61940979,,
KHCO3 | KFeHCF,Lin,24,76,15.48200573,,
KHCO3 | KFeHCF,Lin,36,64,0.0,,
KHCO3 | KFeHCF,Lin,48,52,0.0,,
KHCO3 | KFeHCF,Lin,60,40,0.0,,
KHCO3 | KFeHCF,Lin,72,28,0.0,,
KHCO3 | KFeHCF,Lin,84,16,0.0,,
KHCO3 | KFeHCF,Lin,96,4,0.0,,
KHCO3 | KFeHCF,Lin,100,0,0.0,,
KHCO3 | KFeHCF,Log-Bayes,12,88,1.248467503,,
KHCO3 | KFeHCF,Log-Bayes,24,76,-4.0,,
KHCO3 | KFeHCF,Log-Bayes,36,64,-10.0,,
KHCO3 | KFeHCF,Log-Bayes,48,52,-15.0,,
KHCO3 | KFeHCF,Log-Bayes,60,40,-21.0,,
KHCO3 | KFeHCF,Log-Bayes,72,28,-27.0,,
KHCO3 | KFeHCF,Log-Bayes,84,16,-32.0,,
KHCO3 | KFeHCF,Log-Bayes,96,4,-39.0,,
KHCO3 | KFeHCF,Log-Bayes,100,0,-41.0,,
KHCO3 | KMnHCF,SPI+CBU (ours),12,88,93.0,49.63228039,136.3677196
KHCO3 | KMnHCF,SPI+CBU (ours),24,76,81.0,37.63228039,124.3677196
KHCO3 | KMnHCF,SPI+CBU (ours),36,64,56.36391301,54.23452032,58.4933057
KHCO3 | KMnHCF,SPI+CBU (ours),48,52,46.0,11.23366966,80.76633034
KHCO3 | KMnHCF,SPI+CBU (ours),60,40,34.0,0.0,70.50103912
KHCO3 | KMnHCF,SPI+CBU (ours),72,28,21.72782602,0.0,50.84377048
KHCO3 | KMnHCF,SPI+CBU (ours),84,16,11.0,0.0,33.51806823
KHCO3 | KMnHCF,SPI+CBU (ours),96,4,4.719929085,0.0,18.9334958
KHCO3 | KMnHCF,SPI+CBU (ours),100,0,9.0,0.0,31.41917051
KHCO3 | KMnHCF,SPI+TBU,12,88,0.0,,
KHCO3 | KMnHCF,SPI+TBU,24,76,0.0,,
KHCO3 | KMnHCF,SPI+TBU,36,64,0.0,,
KHCO3 | KMnHCF,SPI+TBU,48,52,0.0,,
KHCO3 | KMnHCF,SPI+TBU,60,40,0.0,,
KHCO3 | KMnHCF,SPI+TBU,72,28,0.0,,
KHCO3 | KMnHCF,SPI+TBU,84,16,0.0,,
KHCO3 | KMnHCF,SPI+TBU,96,4,0.0,,
KHCO3 | KMnHCF,SPI+TBU,100,0,0.0,,
KHCO3 | KMnHCF,Lin,12,88,38.51403092,,
KHCO3 | KMnHCF,Lin,24,76,13.48616798,,
KHCO3 | KMnHCF,Lin,36,64,2.471146316,,
KHCO3 | KMnHCF,Lin,48,52,0.0,,
KHCO3 | KMnHCF,Lin,60,40,0.0,,
KHCO3 | KMnHCF,Lin,72,28,0.0,,
KHCO3 | KMnHCF,Lin,84,16,0.0,,
KHCO3 | KMnHCF,Lin,96,4,0.0,,
KHCO3 | KMnHCF,Lin,100,0,0.0,,
KHCO3 | KMnHCF,Log-Bayes,12,88,0.0,,
KHCO3 | KMnHCF,Log-Bayes,24,76,-2.0,,
KHCO3 | KMnHCF,Log-Bayes,36,64,-4.0,,
KHCO3 | KMnHCF,Log-Bayes,48,52,-6.0,,
KHCO3 | KMnHCF,Log-Bayes,60,40,-11.0,,
KHCO3 | KMnHCF,Log-Bayes,72,28,-16.0,,
KHCO3 | KMnHCF,Log-Bayes,84,16,-22.0,,
KHCO3 | KMnHCF,Log-Bayes,96,4,-28.0,,
KHCO3 | KMnHCF,Log-Bayes,100,0,-31.0,,
KHCO3 | KNiHCF,SPI+CBU (ours),12,88,89.0,51.14335938,126.8566406
KHCO3 | KNiHCF,SPI+CBU (ours),24,76,75.57524816,42.29044313,108.8600532
KHCO3 | KNiHCF,SPI+CBU (ours),36,64,62.71808091,33.72365844,91.71250338
KHCO3 | KNiHCF,SPI+CBU (ours),48,52,51.0,24.97936823,77.02063177
KHCO3 | KNiHCF,SPI+CBU (ours),60,40,41.0,17.92935027,64.07064973
KHCO3 | KNiHCF,SPI+CBU (ours),72,28,29.31197558,10.99887141,47.62507974
KHCO3 | KNiHCF,SPI+CBU (ours),84,16,17.31197558,0.411210806,34.21274035
KHCO3 | KNiHCF,SPI+CBU (ours),96,4,6.0,0.0,16.54090842
KHCO3 | KNiHCF,SPI+CBU (ours),100,0,3.0,0.0,10.43073215
KHCO3 | KNiHCF,SPI+TBU,12,88,108.0,,
KHCO3 | KNiHCF,SPI+TBU,24,76,95.39879893,,
KHCO3 | KNiHCF,SPI+TBU,36,64,72.56712345,,
KHCO3 | KNiHCF,SPI+TBU,48,52,60.56712345,,
KHCO3 | KNiHCF,SPI+TBU,60,40,53.0,,
KHCO3 | KNiHCF,SPI+TBU,72,28,35.63255202,,
KHCO3 | KNiHCF,SPI+TBU,84,16,20.87683137,,
KHCO3 | KNiHCF,SPI+TBU,96,4,7.0,,
KHCO3 | KNiHCF,SPI+TBU,100,0,3.0,,
KHCO3 | KNiHCF,Lin,12,88,81.86391301,,
KHCO3 | KNiHCF,Lin,24,76,80.87683137,,
KHCO3 | KNiHCF,Lin,36,64,72.56712345,,
KHCO3 | KNiHCF,Lin,48,52,59.63255202,,
KHCO3 | KNiHCF,Lin,60,40,50.0,,
KHCO3 | KNiHCF,Lin,72,28,36.0,,
KHCO3 | KNiHCF,Lin,84,16,20.87683137,,
KHCO3 | KNiHCF,Lin,96,4,7.974026849,,
KHCO3 | KNiHCF,Lin,100,0,3.974026849,,
KHCO3 | KNiHCF,Log-Bayes,12,88,inf,,
KHCO3 | KNiHCF,Log-Bayes,24,76,inf,,
KHCO3 | KNiHCF,Log-Bayes,36,64,inf,,
KHCO3 | KNiHCF,Log-Bayes,48,52,1753.547238,,
KHCO3 | KNiHCF,Log-Bayes,60,40,1158.015687,,
KHCO3 | KNiHCF,Log-Bayes,72,28,538.6153431,,
KHCO3 | KNiHCF,Log-Bayes,84,16,275.1300611,,
KHCO3 | KNiHCF,Log-Bayes,96,4,149.7420154,,
KHCO3 | KNiHCF,Log-Bayes,100,0,122.4194593,,
KHCO3 | NaCoHCF,SPI+CBU (ours),12,88,93.0,49.63228039,136.3677196
KHCO3 | NaCoHCF,SPI+CBU (ours),24,76,81.0,37.63228039,124.3677196
KHCO3 | NaCoHCF,SPI+CBU (ours),36,64,59.99491567,49.05831248,70.93151886
KHCO3 | NaCoHCF,SPI+CBU (ours),48,52,46.54166298,12.87432502,80.20900093
KHCO3 | NaCoHCF,SPI+CBU (ours),60,40,33.72782602,5.506765116,61.94888692
KHCO3 | NaCoHCF,SPI+CBU (ours),72,28,21.72782602,0.0,44.95024445
KHCO3 | NaCoHCF,SPI+CBU (ours),84,16,10.54166298,0.0,30.10312063
KHCO3 | NaCoHCF,SPI+CBU (ours),96,4,4.0,0.0,17.01031588
KHCO3 | NaCoHCF,SPI+CBU (ours),100,0,3.974026849,0.0,12.64757077
KHCO3 | NaCoHCF,SPI+TBU,12,88,6.449567549,,
KHCO3 | NaCoHCF,SPI+TBU,24,76,4.673159635,,
KHCO3 | NaCoHCF,SPI+TBU,36,64,0.0,,
KHCO3 | NaCoHCF,SPI+TBU,48,52,0.0,,
KHCO3 | NaCoHCF,SPI+TBU,60,40,0.0,,
KHCO3 | NaCoHCF,SPI+TBU,72,28,0.0,,
KHCO3 | NaCoHCF,SPI+TBU,84,16,0.0,,
KHCO3 | NaCoHCF,SPI+TBU,96,4,0.0,,
KHCO3 | NaCoHCF,SPI+TBU,100,0,0.0,,
KHCO3 | NaCoHCF,Lin,12,88,59.69238849,,
KHCO3 | NaCoHCF,Lin,24,76,20.94895585,,
KHCO3 | NaCoHCF,Lin,36,64,5.0,,
KHCO3 | NaCoHCF,Lin,48,52,0.0,,
KHCO3 | NaCoHCF,Lin,60,40,0.0,,
KHCO3 | NaCoHCF,Lin,72,28,0.0,,
KHCO3 | NaCoHCF,Lin,84,16,0.0,,
KHCO3 | NaCoHCF,Lin,96,4,0.0,,
KHCO3 | NaCoHCF,Lin,100,0,0.0,,
KHCO3 | NaCoHCF,Log-Bayes,12,88,4.370552047,,
KHCO3 | NaCoHCF,Log-Bayes,24,76,1.383870511,,
KHCO3 | NaCoHCF,Log-Bayes,36,64,-3.0,,
KHCO3 | NaCoHCF,Log-Bayes,48,52,-7.0,,
KHCO3 | NaCoHCF,Log-Bayes,60,40,-11.0,,
KHCO3 | NaCoHCF,Log-Bayes,72,28,-17.0,,
KHCO3 | NaCoHCF,Log-Bayes,84,16,-23.0,,
KHCO3 | NaCoHCF,Log-Bayes,96,4,-28.0,,
KHCO3 | NaCoHCF,Log-Bayes,100,0,-30.0,,
KHCO3 | NaFeHCF,SPI+CBU (ours),12,88,93.0,49.63228039,136.3677196
KHCO3 | NaFeHCF,SPI+CBU (ours),24,76,81.0,37.63228039,124.3677196
KHCO3 | NaFeHCF,SPI+CBU (ours),36,64,69.0,25.63228039,112.3677196
KHCO3 | NaFeHCF,SPI+CBU (ours),48,52,43.32810865,43.32810691,43.32811038
KHCO3 | NaFeHCF,SPI+CBU (ours),60,40,41.31197558,23.31307561,59.31087555
KHCO3 | NaFeHCF,SPI+CBU (ours),72,28,21.72782602,0.0,55.8847539
KHCO3 | NaFeHCF,SPI+CBU (ours),84,16,10.54166298,0.0,42.26177322
KHCO3 | NaFeHCF,SPI+CBU (ours),96,4,5.0,0.0,28.01619908
KHCO3 | NaFeHCF,SPI+CBU (ours),100,0,10.0,0.0,30.53313324
KHCO3 | NaFeHCF,SPI+TBU,12,88,11.50269178,,
KHCO3 | NaFeHCF,SPI+TBU,24,76,2.0,,
KHCO3 | NaFeHCF,SPI+TBU,36,64,0.0,,
KHCO3 | NaFeHCF,SPI+TBU,48,52,0.0,,
KHCO3 | NaFeHCF,SPI+TBU,60,40,0.0,,
KHCO3 | NaFeHCF,SPI+TBU,72,28,0.0,,
KHCO3 | NaFeHCF,SPI+TBU,84,16,0.0,,
KHCO3 | NaFeHCF,SPI+TBU,96,4,0.0,,
KHCO3 | NaFeHCF,SPI+TBU,100,0,0.0,,
KHCO3 | NaFeHCF,Lin,12,88,92.87683137,,
KHCO3 | NaFeHCF,Lin,24,76,24.58607855,,
KHCO3 | NaFeHCF,Lin,36,64,4.871255678,,
KHCO3 | NaFeHCF,Lin,48,52,0.0,,
KHCO3 | NaFeHCF,Lin,60,40,0.0,,
KHCO3 | NaFeHCF,Lin,72,28,0.0,,
KHCO3 | NaFeHCF,Lin,84,16,0.0,,
KHCO3 | NaFeHCF,Lin,96,4,0.0,,
KHCO3 | NaFeHCF,Lin,100,0,0.0,,
KHCO3 | NaFeHCF,Log-Bayes,12,88,6.829308519,,
KHCO3 | NaFeHCF,Log-Bayes,24,76,0.0,,
KHCO3 | NaFeHCF,Log-Bayes,36,64,-6.0,,
KHCO3 | NaFeHCF,Log-Bayes,48,52,-12.0,,
KHCO3 | NaFeHCF,Log-Bayes,60,40,-18.0,,
KHCO3 | NaFeHCF,Log-Bayes,72,28,-23.0,,
KHCO3 | NaFeHCF,Log-Bayes,84,16,-30.0,,
KHCO3 | NaFeHCF,Log-Bayes,96,4,-36.0,,
KHCO3 | NaFeHCF,Log-Bayes,100,0,-38.0,,
KHCO3 | NaMnHCF,SPI+CBU (ours),12,88,88.0,51.83132185,124.1686782
KHCO3 | NaMnHCF,SPI+CBU (ours),24,76,75.57524816,43.04195147,108.1085448
KHCO3 | NaMnHCF,SPI+CBU (ours),36,64,66.0,35.8360958,96.1639042
KHCO3 | NaMnHCF,SPI+CBU (ours),48,52,55.97402685,29.95339508,81.99465861
KHCO3 | NaMnHCF,SPI+CBU (ours),60,40,47.63255202,24.21398343,71.05112061
KHCO3 | NaMnHCF,SPI+CBU (ours),72,28,35.0,15.54043891,54.45956109
KHCO3 | NaMnHCF,SPI+CBU (ours),84,16,22.7060256,7.716477171,37.69557402
KHCO3 | NaMnHCF,SPI+CBU (ours),96,4,7.974026849,0.0,19.49415771
KHCO3 | NaMnHCF,SPI+CBU (ours),100,0,4.0,0.0,13.1593854
KHCO3 | NaMnHCF,SPI+TBU,12,88,91.97402685,,
KHCO3 | NaMnHCF,SPI+TBU,24,76,88.5,,
KHCO3 | NaMnHCF,SPI+TBU,36,64,97.5,,
KHCO3 | NaMnHCF,SPI+TBU,48,52,91.50328638,,
KHCO3 | NaMnHCF,SPI+TBU,60,40,86.93071735,,
KHCO3 | NaMnHCF,SPI+TBU,72,28,49.48127597,,
KHCO3 | NaMnHCF,SPI+TBU,84,16,27.4198094,,
KHCO3 | NaMnHCF,SPI+TBU,96,4,10.7060256,,
KHCO3 | NaMnHCF,SPI+TBU,100,0,4.876831374,,
KHCO3 | NaMnHCF,Lin,12,88,80.0,,
KHCO3 | NaMnHCF,Lin,24,76,79.97402685,,
KHCO3 | NaMnHCF,Lin,36,64,78.17372595,,
KHCO3 | NaMnHCF,Lin,48,52,79.94917945,,
KHCO3 | NaMnHCF,Lin,60,40,78.0,,
KHCO3 | NaMnHCF,Lin,72,28,57.0,,
KHCO3 | NaMnHCF,Lin,84,16,36.0,,
KHCO3 | NaMnHCF,Lin,96,4,16.38726551,,
KHCO3 | NaMnHCF,Lin,100,0,9.509809745,,
KHCO3 | NaMnHCF,Log-Bayes,12,88,inf,,
KHCO3 | NaMnHCF,Log-Bayes,24,76,inf,,
KHCO3 | NaMnHCF,Log-Bayes,36,64,inf,,
KHCO3 | NaMnHCF,Log-Bayes,48,52,inf,,
KHCO3 | NaMnHCF,Log-Bayes,60,40,inf,,
KHCO3 | NaMnHCF,Log-Bayes,72,28,1566.137527,,
KHCO3 | NaMnHCF,Log-Bayes,84,16,625.5637247,,
KHCO3 | NaMnHCF,Log-Bayes,96,4,263.6450692,,
KHCO3 | NaMnHCF,Log-Bayes,100,0,204.3954084,,
KHCO3 | NaNiHCF,SPI+CBU (ours),12,88,93.0,49.63228039,136.3677196
KHCO3 | NaNiHCF,SPI+CBU (ours),24,76,61.0,60.99999827,61.00000173
KHCO3 | NaNiHCF,SPI+CBU (ours),36,64,60.0,34.07954737,85.92045263
KHCO3 | NaNiHCF,SPI+CBU (ours),48,52,45.72782602,14.55216845,76.90348358
KHCO3 | NaNiHCF,SPI+CBU (ours),60,40,35.0,6.223664584,63.77633542
KHCO3 | NaNiHCF,SPI+CBU (ours),72,28,24.0,0.0,48.89163914
KHCO3 | NaNiHCF,SPI+CBU (ours),84,16,13.86829236,0.0,36.88411823
KHCO3 | NaNiHCF,SPI+CBU (ours),96,4,4.719929085,0.0,21.39153316
KHCO3 | NaNiHCF,SPI+CBU (ours),100,0,3.974026849,0.0,17.47018421
KHCO3 | NaNiHCF,SPI+TBU,12,88,8.290269615,,
KHCO3 | NaNiHCF,SPI+TBU,24,76,7.807671173,,
KHCO3 | NaNiHCF,SPI+TBU,36,64,9.144101322,,
KHCO3 | NaNiHCF,SPI+TBU,48,52,inf,,
KHCO3 | NaNiHCF,SPI+TBU,60,40,inf,,
KHCO3 | NaNiHCF,SPI+TBU,72,28,inf,,
KHCO3 | NaNiHCF,SPI+TBU,84,16,inf,,
KHCO3 | NaNiHCF,SPI+TBU,96,4,inf,,
KHCO3 | NaNiHCF,SPI+TBU,100,0,0.0,,
KHCO3 | NaNiHCF,Lin,12,88,59.0,,
KHCO3 | NaNiHCF,Lin,24,76,24.37695833,,
KHCO3 | NaNiHCF,Lin,36,64,10.0,,
KHCO3 | NaNiHCF,Lin,48,52,2.732389115,,
KHCO3 | NaNiHCF,Lin,60,40,0.0,,
KHCO3 | NaNiHCF,Lin,72,28,0.0,,
KHCO3 | NaNiHCF,Lin,84,16,0.0,,
KHCO3 | NaNiHCF,Lin,96,4,0.0,,
KHCO3 | NaNiHCF,Lin,100,0,0.0,,
KHCO3 | NaNiHCF,Log-Bayes,12,88,5.828665673,,
KHCO3 | NaNiHCF,Log-Bayes,24,76,4.648061998,,
KHCO3 | NaNiHCF,Log-Bayes,36,64,4.832606049,,
KHCO3 | NaNiHCF,Log-Bayes,48,52,4.36746148,,
KHCO3 | NaNiHCF,Log-Bayes,60,40,2.726913185,,
KHCO3 | NaNiHCF,Log-Bayes,72,28,0.0,,
KHCO3 | NaNiHCF,Log-Bayes,84,16,-5.0,,
KHCO3 | NaNiHCF,Log-Bayes,96,4,-12.0,,
KHCO3 | NaNiHCF,Log-Bayes,100,0,-15.0,,
NH4Cl | KCuHCF,SPI+CBU (ours),12,88,73.72937268,66.2158184,81.24292697
NH4Cl | KCuHCF,SPI+CBU (ours),24,76,65.76252837,39.5551896,91.96986714
NH4Cl | KCuHCF,SPI+CBU (ours),36,64,55.32810865,29.80329644,80.85292085
